id,labels,nombre,apellido,telefono,dpi,fecha_nacimiento,id_cliente,nit,membresia,num_membresia,fecha_inicio,puesto,id_empleado,salario,planilla
1537,Persona|Cliente,Christopher,Warren,(415)641-2272,3818818437711,1987-11-24,920,6174209,True,883013,,,,,
1538,Persona|Personal,Sylvia,Johnson,740.983.9881x2437,4942967159128,1994-11-28,,,,,2020-02-01,Vendedor,651,12713.08,True
1539,Persona,Andrea,Robinson,001-758-808-9407x454,9218191060920,1983-03-08,,,,,,,,,
1540,Persona|Cliente,Taylor,Ayala,(315)938-3635,6068199081345,1968-08-01,921,9256951,False,,,,,,
1541,Persona,Laura,Rodriguez,(251)324-2983x5064,9957101477819,1971-01-21,,,,,,,,,
1542,Persona|Cliente,Devin,Morrow,001-701-284-5487x67232,5695014701677,1985-07-11,922,5809501,True,780986,,,,,
1543,Persona,Lynn,Flores,+1-847-646-4298x447,3895522460536,1970-03-31,,,,,,,,,
1544,Persona,Jennifer,Cummings,(952)915-4213,2931699350098,1963-02-01,,,,,,,,,
1545,Persona|Cliente,Beth,Cochran,001-714-220-1751x046,2603335519685,1985-01-25,923,3808638,False,,,,,,
1546,Persona|Cliente,Kim,Vargas,286.366.4265,5650522976230,1975-02-26,924,7434982,True,828570,,,,,
1547,Persona|Cliente|Personal,Terri,Chapman,+1-357-330-1854x524,7207765221633,1992-07-02,925,6526917,False,,2023-09-05,Vendedor,652,11184.63,True
1548,Persona|Cliente,Ronald,Robertson,+1-432-769-3059x51851,6251008104086,1981-04-09,926,8254051,True,176003,,,,,
1549,Persona|Cliente,Mark,Wilson,654-421-6338,3230939560546,2002-09-11,927,2665987,False,,,,,,
1550,Persona,Katherine,Campbell,(255)960-0439x91975,5571825772340,1998-12-04,,,,,,,,,
1551,Persona|Cliente,Adam,Coleman,885-929-2680,3752875093814,1961-07-30,928,3580522,True,387830,,,,,
1552,Persona|Cliente,Kevin,Smith,401.691.6001,1059249609870,1971-07-14,929,7968681,True,303402,,,,,
1553,Persona|Cliente,Kevin,Padilla,+1-522-728-8810x31615,1243100309229,1994-03-01,930,6505457,True,648801,,,,,
1554,Persona,Daniel,Pearson,305-417-7132,1359229768696,1989-11-29,,,,,,,,,
1555,Persona|Cliente,Cheyenne,Smith,001-534-348-8940x2372,6069851186984,1986-07-15,931,7418951,True,425081,,,,,
1556,Persona,Steven,Sims,890-432-9846,1822046141393,1994-12-01,,,,,,,,,
1557,Persona|Cliente,Melanie,Smith,918-357-2850x0562,7074374863390,1991-09-19,932,5545648,False,,,,,,
1558,Persona|Cliente,Anne,Ramsey,998.538.0597,7003572701948,1971-04-28,933,7820660,False,,,,,,
1559,Persona,Michael,Brown,+1-748-422-6074,8192057428908,1997-07-20,,,,,,,,,
1560,Persona|Cliente,Jose,Mckinney,955.998.2737x7594,1498257970721,1970-09-07,934,8087877,False,,,,,,
1561,Persona|Cliente|Personal,Megan,Archer,711.941.6337x239,3662777755175,2001-04-30,935,3514256,True,998687,2018-04-18,Vendedor,653,9144.91,True
1562,Persona|Cliente|Personal,Holly,Livingston,001-516-941-0862x734,6197663316092,1970-08-15,936,6755479,False,,2019-12-25,Vendedor,654,3039.69,True
1563,Persona,Anthony,Anderson,+1-384-567-9197,4952660803981,1983-06-14,,,,,,,,,
1564,Persona,Cynthia,Perez,3504607187,6819370034862,1961-01-18,,,,,,,,,
1565,Persona,Anthony,Wise,+1-403-629-3841,6638148343220,1978-06-30,,,,,,,,,
1566,Persona,Angela,Gonzales,001-978-420-8785x3519,8472029711231,1972-07-17,,,,,,,,,
1567,Persona|Cliente,Patricia,Wright,+1-632-225-2935x024,6075979764415,1972-10-15,937,3511002,False,,,,,,
1568,Persona,Shannon,Spencer,320.642.2554x96860,5482304088057,1970-01-03,,,,,,,,,
1569,Persona|Cliente|Personal,Julie,Baird,4609263493,3254630425775,1985-01-22,938,7350704,True,118840,2018-01-22,Vendedor,655,8706.04,True
1570,Persona|Personal,Matthew,Reid,001-577-561-4730x1984,9968620785036,1995-09-27,,,,,2024-09-24,Repartidor,656,10193.62,False
1571,Persona|Cliente|Personal,Kelly,Crawford,573-248-8574x0281,5561827720426,1989-03-11,939,7954964,False,,2021-11-30,Supervisor,657,3242.39,False
1572,Persona|Cliente|Personal,Natalie,Rosario,478-961-0423,6876167254831,1974-09-11,940,1413308,False,,2011-05-08,Repartidor,658,6185.38,False
1573,Persona|Cliente|Personal,Joshua,Nielsen,+1-675-281-5808x5264,8683094153465,1975-04-18,941,1001089,True,701509,2019-05-29,Gerente,659,10090.68,True
1574,Persona|Cliente|Personal,Tina,Smith,297.295.0730x46182,7330359520067,1972-05-21,942,1306744,False,,2016-02-13,Gerente,660,10033.18,False
1575,Persona|Cliente|Personal,Alan,Small,+1-707-697-3989x01643,6842040220106,1972-07-20,943,7844459,False,,2020-05-31,Vendedor,661,10914.32,False
1576,Persona|Personal,Sandra,Garcia,884-934-7749x485,9397850350708,2001-08-08,,,,,2021-03-19,Repartidor,662,12804.19,False
1577,Persona,Courtney,Williams,(394)469-2884,4677412840874,1964-06-21,,,,,,,,,
1578,Persona|Cliente,Selena,Hester,(392)576-6592,1874619976454,1981-05-23,944,5066602,True,100868,,,,,
1579,Persona|Cliente,Amanda,Bonilla,631.775.9213x8859,7202561137514,1966-04-03,945,4598625,False,,,,,,
1580,Persona|Cliente,David,Mckee,(871)958-2610x3307,4593864751877,1975-09-12,946,4195832,False,,,,,,
1581,Persona|Cliente|Personal,Caroline,Miller,001-248-762-9817x043,1419755661820,1965-09-02,947,7323262,True,973931,2018-02-15,Cajero,663,4615.47,True
1582,Persona,Karen,Anderson,7724574282,8484707524766,1988-12-19,,,,,,,,,
1583,Persona|Cliente|Personal,Heather,Wilkins,(318)555-4108x28567,5406680648551,1998-08-27,948,9701734,False,,2012-10-08,Cajero,664,8072.11,True
1584,Persona|Cliente|Personal,Julie,Allen,+1-752-522-8181,5178428224585,1986-01-25,949,8383736,False,,2024-02-07,Supervisor,665,3540.2,True
1585,Persona,Peter,Delgado,001-492-742-8977x81686,9738846168637,1997-06-17,,,,,,,,,
1586,Persona|Cliente,Scott,Young,886-206-6319x118,9942443958751,1981-04-10,950,9538777,True,998867,,,,,
1587,Persona,Samantha,Fox,+1-511-553-5154x1179,4448382458526,1964-11-19,,,,,,,,,
1588,Persona|Cliente|Personal,Kenneth,Smith,+1-460-217-0478x80223,6737937803757,1979-03-02,951,3979351,False,,2013-11-23,Repartidor,666,10058.52,True
1589,Persona,Holly,Marshall,+1-217-533-5671,7988562184944,2003-12-15,,,,,,,,,
1590,Persona|Cliente,Jonathan,Arnold,4273864046,8702775071529,1961-02-22,952,3057081,False,,,,,,
1591,Persona,Samantha,Campbell,(230)263-4533x65912,9499173103764,1976-07-28,,,,,,,,,
1592,Persona,Darlene,Diaz,543-566-6056x483,1117055028505,2000-07-28,,,,,,,,,
1593,Persona,Amy,Johnson,508.753.1620,9913299877619,1975-02-27,,,,,,,,,
1594,Persona|Personal,Curtis,Hogan,+1-289-635-9357x289,1656707036145,1976-05-16,,,,,2016-03-12,Repartidor,667,4967.51,True
1595,Persona|Cliente,Maria,Williams,764-986-8188,5333602860671,1997-06-15,953,6884867,False,,,,,,
1596,Persona|Personal,Robert,Chase,7273214541,3554982114884,1988-06-09,,,,,2013-01-15,Repartidor,668,12315.13,True
1597,Persona|Personal,Robert,Cross,001-547-542-5341,6725437116663,1987-04-30,,,,,2017-11-30,Vendedor,669,3921.29,True
1598,Persona,Samantha,Martin,001-443-825-2988x6328,3032101635323,1993-07-07,,,,,,,,,
1599,Persona,John,Meadows,807.222.9673,7057053827197,1972-10-17,,,,,,,,,
1600,Persona|Cliente|Personal,Brandy,Lane,001-690-705-6211x3166,5039406419659,2004-08-19,954,9849299,False,,2019-08-26,Vendedor,670,5198.49,False
1601,Persona|Cliente|Personal,Randy,Moore,(925)527-9366,2580075345041,1968-02-19,955,6197361,True,557574,2022-11-16,Cajero,671,8025.8,True
1602,Persona|Cliente|Personal,Jeanette,Rasmussen,(914)364-6906,4211765283836,2000-08-04,956,5489939,False,,2019-12-04,Repartidor,672,14222.5,False
1603,Persona,Darryl,Rice,3085019380,6181026290007,2001-03-28,,,,,,,,,
1604,Persona|Cliente|Personal,Sandra,Mcdaniel,694-582-2686x82709,7560682883541,1980-10-19,957,7930143,True,452367,2020-01-01,Cajero,673,14867.05,False
1605,Persona|Cliente,Jessica,Jones,001-291-642-1695x82866,9599959240174,1970-12-28,958,3226114,False,,,,,,
1606,Persona,Kelly,Jones,657-660-0455x3350,1320364692107,1963-08-18,,,,,,,,,
1607,Persona|Cliente|Personal,Patricia,Meyer,001-903-203-7557x58320,6992142257477,1972-05-09,959,2026540,False,,2016-08-23,Supervisor,674,10753.27,True
1608,Persona|Cliente,Daniel,Ortega,(262)427-9364x0108,2346140255658,1970-11-24,960,4534875,False,,,,,,
1609,Persona,Sandra,Ward,521-503-9381x82569,9279341973593,1998-07-05,,,,,,,,,
1610,Persona|Cliente|Personal,Kenneth,Jones,883.654.2682,6534656525683,1982-02-24,961,2627110,True,616028,2020-04-02,Supervisor,675,12522.09,False
1611,Persona,Charles,Tate,001-398-688-6296x10718,1651731577285,1973-01-27,,,,,,,,,
1612,Persona,William,Johnson,977-766-9869x23229,5622210497371,1982-03-08,,,,,,,,,
1613,Persona|Cliente,Kristin,Anderson,(378)723-0295x861,1155812445471,1964-10-08,962,5843708,True,453368,,,,,
1614,Persona|Cliente,Roy,Flores,(783)640-5880,4899504560626,1969-01-22,963,7559831,False,,,,,,
1615,Persona|Personal,Adrian,Walton,517.565.5730x86175,7104328887221,1985-03-26,,,,,2021-07-17,Vendedor,676,6754.22,False
1616,Persona,Walter,Orr,(729)512-7335x01592,6239057055772,2005-05-07,,,,,,,,,
1617,Persona,Holly,Mills,(516)445-2663x017,4828566904728,1992-09-05,,,,,,,,,
1618,Persona|Cliente,Nathaniel,Mcpherson,001-431-399-6131x868,9185395398715,1987-02-25,964,7423056,True,330925,,,,,
1619,Persona|Cliente|Personal,Russell,Michael,686.358.9903x7996,7992979208674,1997-12-25,965,7313161,True,856106,2018-04-13,Cajero,677,14533.64,True
1620,Persona|Cliente|Personal,James,Whitney,559.678.2320,6098814982111,1976-08-03,966,8349581,False,,2010-07-27,Repartidor,678,12412.72,True
1621,Persona|Cliente,Melanie,Brown,761.365.7156x3174,6504921822836,1981-03-04,967,8153425,True,292752,,,,,
1622,Persona,Victoria,Mercer,697-646-4008x316,9625585911867,2005-06-26,,,,,,,,,
1623,Persona|Cliente|Personal,Patricia,Thomas,+1-317-251-4544x814,9244244107399,1977-09-07,968,9965318,False,,2022-10-08,Repartidor,679,8618.13,False
1624,Persona,Larry,Garcia,677-723-9613,6089405520036,1975-02-20,,,,,,,,,
1625,Persona|Cliente|Personal,Jessica,Carney,(653)302-1003x9478,3165374916670,1983-08-01,969,6006160,False,,2023-10-16,Gerente,680,11592.12,True
1626,Persona,Rachel,Price,7329725460,2057813848436,1972-01-18,,,,,,,,,
1627,Persona,Tracy,Young,001-470-443-9155,4128130161814,1971-11-23,,,,,,,,,
1628,Persona,Eddie,Gonzalez,441-307-6594,6032260495842,2002-09-28,,,,,,,,,
1629,Persona|Cliente|Personal,Michelle,Roy,398-608-6689x9988,6361412432115,1966-02-07,970,3543156,True,616455,2011-09-14,Repartidor,681,4109.19,False
1630,Persona,Michael,Blanchard,001-347-560-9318x574,9085277115006,1980-11-30,,,,,,,,,
1631,Persona,Dean,Allen,6149639486,7043433232576,2005-10-21,,,,,,,,,
1632,Persona|Personal,William,Morrison,001-791-238-0361x8320,8648646339931,1985-05-26,,,,,2017-05-15,Gerente,682,13462.26,True
1633,Persona,Lisa,Miller,(588)970-5361,4260512300314,1984-08-21,,,,,,,,,
1634,Persona|Cliente,Nicole,Larson,879.529.0356x0186,1059371596921,1969-09-02,971,5573538,True,967454,,,,,
1635,Persona,Melissa,Miller,(539)271-8400x001,9254150640596,1987-11-10,,,,,,,,,
1636,Persona,Kimberly,Porter,648-938-6752x9737,1640421846831,2000-05-17,,,,,,,,,
1637,Persona|Cliente,Kendra,Thompson,(996)456-5550,9783409346693,1980-05-25,972,8040069,False,,,,,,
1638,Persona|Personal,Justin,Garcia,001-431-670-6577x0476,1840197346260,1975-05-15,,,,,2023-04-01,Cajero,683,12443.31,False
1639,Persona|Cliente,Paul,Johnston,4942153766,3089395037918,1961-08-22,973,7485717,True,461540,,,,,
1640,Persona|Personal,Heather,Cruz,623-814-0774x733,5147217191224,1991-07-14,,,,,2023-09-13,Supervisor,684,9465.6,False
1641,Persona|Cliente,Amanda,Singleton,(835)360-8092x097,9417266229116,1974-08-25,974,9197533,False,,,,,,
1642,Persona,Amanda,Price,(674)849-1996x62266,6691613727123,1986-11-16,,,,,,,,,
1643,Persona,Amanda,Krueger,001-369-957-5376x95690,9618457879524,1978-01-10,,,,,,,,,
1644,Persona,Wayne,Green,819.500.2201x5191,3847750484276,1990-05-04,,,,,,,,,
1645,Persona|Cliente,Elizabeth,Little,+1-693-589-2050x32419,4313412287589,1984-08-09,975,3223252,True,826038,,,,,
1646,Persona|Personal,Joshua,Jackson,365.697.4430,7430133779191,1984-08-09,,,,,2024-07-24,Cajero,685,4492.46,False
1647,Persona,Wayne,Crosby,+1-266-584-7900x11275,3277086168328,1977-04-21,,,,,,,,,
1648,Persona|Personal,Mary,Martin,+1-712-289-6931x2795,7345503443255,1971-01-05,,,,,2016-05-15,Gerente,686,5748.57,False
1649,Persona|Cliente,Emily,Bennett,(271)986-3776x042,7719244990417,1961-06-10,976,8129867,True,949904,,,,,
1650,Persona,Erin,Hale,+1-758-779-4823x717,4747245477469,1988-07-24,,,,,,,,,
1651,Persona|Cliente|Personal,Rhonda,Jones,284.698.7184x10614,4552550567596,1960-08-21,977,5907442,True,188549,2020-07-03,Supervisor,687,3593.53,False
1652,Persona|Cliente|Personal,Kristi,Archer,289.727.2607,3207526463485,1977-06-29,978,8849698,False,,2021-02-20,Repartidor,688,12862.98,True
1653,Persona|Cliente|Personal,Jennifer,Davis,(307)969-0456x348,6558814332532,1974-09-03,979,2219903,True,678299,2015-11-13,Supervisor,689,13096.66,True
1654,Persona|Cliente|Personal,Christopher,Gibson,+1-983-506-4888x00382,1770037799317,1990-01-27,980,1437348,False,,2024-10-12,Vendedor,690,3519.23,False
1655,Persona|Cliente,Brian,Arias,730.599.6533,6906613184436,1988-05-18,981,7195827,False,,,,,,
1656,Persona,Dennis,Ruiz,+1-455-754-1819x767,3300555103498,1970-12-21,,,,,,,,,
1657,Persona|Cliente,Matthew,Rice,985-734-5609x8945,6432331799765,1987-07-06,982,5227054,False,,,,,,
1658,Persona|Cliente|Personal,Mary,Riley,870-909-0262x86651,5695923632324,1971-07-04,983,7467444,True,880487,2017-02-24,Cajero,691,13258.95,True
1659,Persona|Cliente|Personal,Nathaniel,Moore,001-682-342-6680x5519,8726526732621,1989-08-06,984,2025362,False,,2021-10-26,Gerente,692,3344.78,True
1660,Persona|Cliente,Michael,Johnson,655-711-9507,1062077762040,1995-06-29,985,1815505,True,139198,,,,,
1661,Persona,Rachel,Roberts,(932)707-5055,9773892975549,1980-03-14,,,,,,,,,
1662,Persona|Cliente,Adam,Wood,8589041461,7997635096302,2001-01-13,986,9084202,True,433924,,,,,
1663,Persona|Cliente|Personal,Isaac,Santos,(815)523-3189,9070619195520,1963-06-13,987,5007322,True,378392,2013-11-09,Vendedor,693,3091.18,False
1664,Persona|Cliente,Seth,Hamilton,+1-538-907-5229,7795203945246,1973-02-01,988,5818686,False,,,,,,
1665,Persona|Cliente|Personal,Jose,Crawford,(738)515-9216x7198,8749641644236,1988-08-06,989,4535175,True,851149,2023-08-16,Vendedor,694,3326.42,True
1666,Persona|Cliente|Personal,Ana,Hoffman,(208)471-0086x61908,2718388566338,1965-08-26,990,3470677,True,453682,2017-12-03,Gerente,695,11310.27,True
1667,Persona|Cliente|Personal,Eddie,Rogers,001-959-867-8020x90091,4016877566593,1999-05-16,991,2517161,True,604811,2011-12-08,Cajero,696,7142.5,True
1668,Persona,Jeffery,Kent,(234)701-7771,2235902332237,1976-11-24,,,,,,,,,
1669,Persona,Ronald,Gay,+1-880-921-9651x629,7418959384471,1999-02-16,,,,,,,,,
1670,Persona|Personal,Morgan,Gordon,001-759-705-8820x5845,5825446451227,1963-05-21,,,,,2017-08-03,Cajero,697,6485.42,True
1671,Persona|Cliente,Christopher,Russell,+1-599-595-7252x12543,7637056508023,1967-01-18,992,6287254,False,,,,,,
1672,Persona|Cliente,Hector,Cohen,780-342-0620,6235552043999,1963-03-05,993,5889999,True,291033,,,,,
1673,Persona|Cliente|Personal,Larry,Collins,289.239.1972x4659,8719613137454,1966-08-25,994,7899811,False,,2011-02-04,Gerente,698,7228.85,True
1674,Persona|Cliente,Stuart,Robinson,3699532507,1996988637925,1975-11-06,995,7180114,True,223433,,,,,
1675,Persona|Cliente|Personal,Troy,Smith,958.374.4045,9368944057378,1971-01-12,996,4196243,True,436383,2018-05-03,Cajero,699,12681.58,True
1676,Persona|Cliente|Personal,Daniel,Martinez,(719)340-1237x681,5300045321206,1991-01-28,997,6212696,True,266222,2012-09-22,Supervisor,700,14676.16,True
1677,Persona|Cliente|Personal,William,Johnson,905.255.7009x377,5170562756052,2005-03-01,998,3582161,False,,2017-06-22,Gerente,701,3059.84,False
1678,Persona|Cliente|Personal,Kyle,Pratt,(574)793-3212,8462793574899,2000-06-22,999,9573219,False,,2018-04-22,Cajero,702,6763.38,False
1679,Persona|Cliente|Personal,Catherine,Miller,001-510-887-8961x70971,1024168869074,1966-09-28,1000,5078564,False,,2016-08-20,Gerente,703,5305.61,False
1680,Persona|Cliente|Personal,Michelle,Jackson,+1-558-714-7060x90939,5595176281871,1973-04-14,1001,8407002,False,,2011-04-11,Cajero,704,4965.42,True
1681,Persona|Cliente,Jessica,Lewis,975-580-5363,1622447004116,1966-07-29,1002,3355566,True,647792,,,,,
1682,Persona,Gina,Nichols,470.326.9914x177,4080913623008,1986-12-02,,,,,,,,,
1683,Persona|Personal,John,Zavala,497.634.2818x5487,5914254881156,1980-08-29,,,,,2016-06-13,Repartidor,705,6385.39,False
1684,Persona,Cole,Hayes,001-527-983-1150x53484,5056875375697,1967-12-07,,,,,,,,,
1685,Persona,Henry,Velasquez,(683)339-4723x3007,5360444572862,1987-04-15,,,,,,,,,
1686,Persona,Rodney,Johnson,533-960-1545x565,5926112507378,1997-01-14,,,,,,,,,
1687,Persona,Cheryl,Williams,554-948-4368x82626,3867133749064,1995-06-26,,,,,,,,,
1688,Persona,Michelle,Sutton,001-538-408-5945x5980,1333447943263,1995-11-16,,,,,,,,,
1689,Persona,Christina,Sullivan,+1-907-654-6257x040,7293780005290,1991-03-24,,,,,,,,,
1690,Persona|Cliente,Jonathan,Cox,797-280-6539,8592309286378,1978-10-05,1003,5823653,False,,,,,,
1691,Persona|Cliente,Robert,Cain,001-462-448-8632x35502,5437596152438,1965-04-23,1004,6700158,True,929549,,,,,
1692,Persona|Cliente|Personal,Philip,Coleman,+1-871-450-0823x43731,6575333629177,1979-09-08,1005,5044780,False,,2024-07-15,Gerente,706,8060.54,True
1693,Persona|Cliente|Personal,Roger,Summers,001-469-746-1788x3185,9154978052172,1983-03-27,1006,1115395,False,,2014-10-01,Vendedor,707,3145.08,True
1694,Persona|Personal,Timothy,Calderon,001-289-543-7619x279,6577728354821,1961-08-31,,,,,2023-03-14,Vendedor,708,3731.47,True
1695,Persona,Sergio,Levy,+1-245-239-1528,3128774782456,1964-02-12,,,,,,,,,
1696,Persona|Cliente|Personal,Erica,Rodriguez,6247022667,4846778681562,1988-08-22,1007,5436862,False,,2021-04-24,Repartidor,709,12625.18,False
1697,Persona|Cliente|Personal,Diana,Allen,7019905410,8375576370736,1988-10-13,1008,3466258,False,,2014-05-29,Gerente,710,12185.57,True
1698,Persona|Cliente,Joshua,Bird,+1-546-918-3968x0984,5148226884835,1980-09-13,1009,4115582,False,,,,,,
1699,Persona|Cliente,Misty,Raymond,558.944.0427x63849,6753661094117,1993-11-15,1010,1023780,True,481461,,,,,
1700,Persona|Cliente,James,Owens,996.755.2691x1781,8202459290397,2005-02-13,1011,5555940,True,446461,,,,,
1701,Persona|Personal,Leonard,Moore,903.705.6096,6873248197973,2000-12-16,,,,,2020-09-01,Supervisor,711,10997.3,False
1702,Persona|Cliente|Personal,Eric,Harris,511-773-0506x940,7083955200799,1978-06-22,1012,1899836,False,,2013-09-15,Repartidor,712,7057.97,True
1703,Persona|Cliente|Personal,Theresa,Sampson,(839)697-0044x345,3420090266838,1999-04-12,1013,2278303,False,,2014-07-22,Repartidor,713,3638.86,False
1704,Persona|Cliente|Personal,Steven,Vasquez,+1-994-498-3209x3932,7878873650207,1975-12-16,1014,3757101,False,,2020-08-28,Vendedor,714,6069.79,True
1705,Persona|Cliente|Personal,Jermaine,Allen,001-946-845-7611x83139,4212971445549,1975-01-03,1015,8152752,True,382883,2020-04-16,Supervisor,715,9814.93,False
1706,Persona|Personal,Michael,Brown,(936)339-0291,3055283371884,1988-12-31,,,,,2021-11-11,Supervisor,716,14323.97,False
1707,Persona|Cliente|Personal,Courtney,Phillips,357.640.7943,2694277460836,1977-02-16,1016,8541336,False,,2010-12-30,Cajero,717,14149.66,False
1708,Persona|Cliente|Personal,Kathleen,Conley,+1-935-798-9858x606,8005353132658,1971-11-23,1017,8537660,False,,2023-04-10,Gerente,718,8342.48,False
1709,Persona|Cliente,Maria,Thompson,661.915.2700x66204,3653306569428,1963-08-05,1018,1895042,True,994893,,,,,
1710,Persona,Brandon,Bailey,(777)302-1142x54554,5244531120623,1980-02-19,,,,,,,,,
1711,Persona,Jennifer,Hansen,461-481-4716x25284,4986878489486,1967-10-21,,,,,,,,,
1712,Persona|Cliente,Kenneth,Michael,544.464.6792x571,3813439339672,1976-06-14,1019,8265798,True,704152,,,,,
1713,Persona|Cliente|Personal,Jennifer,Bates,697-805-7263x4268,3883930552496,1994-01-23,1020,4909352,False,,2022-10-28,Vendedor,719,5547.31,True
1714,Persona|Cliente,Earl,Wade,442.842.9785,8299434875679,1962-03-07,1021,8472392,True,494333,,,,,
1715,Persona|Cliente|Personal,Jody,Smith,8564302269,3924519751042,1994-01-01,1022,9897076,True,377836,2015-04-27,Vendedor,720,5451.5,False
1716,Persona|Cliente|Personal,Paula,Tran,001-501-648-9624,9808602232612,1975-08-14,1023,3174171,False,,2021-02-14,Cajero,721,10710.61,False
1717,Persona|Cliente|Personal,Stacey,Callahan,579.637.2913,8022118101542,1981-08-08,1024,3841447,False,,2022-10-05,Supervisor,722,7572.03,True
1718,Persona,Tara,Scott,5244006695,3528466461782,1991-04-26,,,,,,,,,
1719,Persona|Personal,Nicole,Garcia,568-475-8492x506,4088043517884,1982-08-18,,,,,2021-02-17,Supervisor,723,4483.57,False
1720,Persona|Cliente|Personal,Beth,Lawson,+1-612-492-7074x11733,1999174794761,1989-06-21,1025,7896062,False,,2021-08-31,Vendedor,724,13148.15,True
1721,Persona,Lisa,Williams,(636)397-9347,2773010519187,1968-12-27,,,,,,,,,
1722,Persona|Cliente|Personal,Patricia,Cortez,(922)961-8677x811,8823890590938,1986-12-16,1026,3175966,False,,2020-11-26,Gerente,725,6070.41,False
1723,Persona,Cheryl,Rose,001-634-807-5796x845,3233504869820,1976-01-21,,,,,,,,,
1724,Persona,Maria,Moore,6433066817,7263278222976,1966-10-15,,,,,,,,,
1725,Persona|Personal,Latoya,Watson,001-788-442-0389,8942310468900,1961-05-12,,,,,2018-03-04,Gerente,726,6997.46,True
1726,Persona|Cliente,Stephen,Cox,898-774-8175,7880361183795,2004-07-10,1027,7650250,False,,,,,,
1727,Persona|Personal,Tina,Todd,749-231-2803x66799,2076901133928,1963-05-01,,,,,2022-02-23,Gerente,727,6583.67,True
1728,Persona,Ryan,Burke,001-401-925-4525x6072,3708121864690,1981-05-13,,,,,,,,,
1729,Persona|Cliente|Personal,Desiree,Compton,001-659-981-7950x3719,4633156536228,1980-04-06,1028,5721058,True,283450,2022-02-11,Supervisor,728,9694.61,True
1730,Persona|Cliente|Personal,Sandra,Page,598-609-1446x7630,9114819830601,1974-11-23,1029,5007740,True,172942,2014-11-17,Supervisor,729,12397.15,True
1731,Persona|Cliente|Personal,Brandy,Trevino,433.377.0702x615,7908933172807,1967-08-30,1030,8767343,False,,2022-09-21,Supervisor,730,6485.43,False
1732,Persona,Kristina,Garrison,001-607-519-5000x1930,9960298211833,1994-06-23,,,,,,,,,
1733,Persona,April,Hall,(833)615-7903x4903,4323263980600,1965-01-17,,,,,,,,,
1734,Persona|Cliente,Jeremy,Jones,226-814-7918x13305,4630887532221,1978-09-29,1031,1210761,False,,,,,,
1735,Persona|Cliente|Personal,Nicholas,Acevedo,754.925.3304x445,4580026229368,1976-06-04,1032,5123943,False,,2018-07-20,Gerente,731,11452.1,True
1736,Persona,John,Adams,5666313021,7882228096025,1982-06-25,,,,,,,,,
1737,Persona|Cliente|Personal,Nancy,Price,+1-552-298-6944x85024,2220624906685,1991-03-05,1033,6612895,False,,2020-09-25,Gerente,732,9448.17,False
1738,Persona|Cliente,Madeline,Keller,635.901.1040x27204,7568034062751,1974-09-09,1034,8949369,False,,,,,,
1739,Persona|Cliente,Kristen,Brooks,591.788.1390,8974547526641,1992-06-07,1035,7083451,True,981876,,,,,
1740,Persona|Cliente,Yvonne,Cook,499.471.2998,2518895864488,2005-05-14,1036,4605134,True,606896,,,,,
1741,Persona|Cliente,Deborah,Rogers,4114386895,7109918102065,1982-10-09,1037,5476233,True,364300,,,,,
1742,Persona|Cliente,Debra,Lloyd,758.374.0856,4634468943340,1967-10-16,1038,5144286,False,,,,,,
1743,Persona|Cliente|Personal,Bradley,Woodard,305-854-4024,8315660163880,1987-05-16,1039,6451475,True,290017,2014-01-16,Supervisor,733,10497.74,True
1744,Persona|Cliente|Personal,Stephanie,Mcdowell,324.838.9940,4761278718906,1972-02-17,1040,3299803,True,614368,2017-07-23,Vendedor,734,3845.84,True
1745,Persona|Personal,Amanda,Sharp,739.239.5695x3575,6367809690206,1990-05-19,,,,,2020-06-09,Gerente,735,5966.32,False
1746,Persona,Thomas,Porter,403-542-9520x650,8557891266091,1992-11-09,,,,,,,,,
1747,Persona|Cliente,Katie,Fisher,(223)655-8956x437,2155823985070,1975-05-19,1041,8162994,False,,,,,,
1748,Persona|Cliente,David,Yates,(409)422-3406,2542275695102,1986-04-12,1042,5986625,True,647173,,,,,
1749,Persona|Cliente,John,Summers,001-930-613-3619x375,8815895152958,1964-09-11,1043,8999428,False,,,,,,
1750,Persona|Cliente,Victoria,Koch,395.542.3326,5149364049683,1992-02-10,1044,4544748,False,,,,,,
1751,Persona,Kayla,Frank,(950)717-6218,3752572163085,1976-08-23,,,,,,,,,
1752,Persona|Cliente,Robin,Baker,940-302-1034x944,1040294225961,1962-03-19,1045,9544319,False,,,,,,
1753,Persona|Cliente,Shawn,Holder,433-745-0483,1208858085896,1994-10-30,1046,3839645,True,873031,,,,,
1754,Persona|Cliente,Erica,White,646.534.5736,6918074686216,1998-09-25,1047,2931605,True,282741,,,,,
1755,Persona|Cliente,Joshua,Gonzalez,(980)497-9634x67447,9044079310317,1986-07-16,1048,4461049,False,,,,,,
1756,Persona|Cliente|Personal,Lori,Jackson,001-264-350-5062x45701,8531976779122,1994-02-06,1049,2565066,False,,2013-02-28,Cajero,736,9477.47,False
1757,Persona|Cliente,David,Woodward,666.598.3011,4704672925989,2005-10-29,1050,1457231,True,352046,,,,,
1758,Persona,Stephen,Moore,001-767-434-7523x71079,2407448773342,2004-09-29,,,,,,,,,
1759,Persona|Cliente,Terri,Welch,(257)838-4484x06336,2113631511065,1978-12-07,1051,3799571,True,509745,,,,,
